sgRNA	Gene	t0	iPSC_t10_1	iPSC_t10_2
MAP3K7_-_91296403.23-P1P2_h1_Top5	MAP3K7	468.0	518.0	581.0
MAP3K7_-_91296731.23-P1P2_h1_Top5	MAP3K7	945.0	2283.0	2146.0
MAP3K7_-_91296743.23-P1P2_h1_Top5	MAP3K7	538.0	791.0	822.0
MAP3K8_+_30723118.23-P1P2_h1_Top5	MAP3K8	877.0	1973.0	2363.0
MAP3K8_+_30723123.23-P1P2_h1_Top5	MAP3K8	1117.0	2165.0	2011.0
MAP3K8_+_30723542.23-P1P2_h1_Top5	MAP3K8	31.0	423.0	460.0
MAP3K8_+_30723548.23-P1P2_h1_Top5	MAP3K8	2838.0	6191.0	6746.0
MAP3K8_-_30723515.23-P1P2_h1_Top5	MAP3K8	440.0	778.0	1006.0
MAP3K9_+_71275895.23-P1P2_h1_Top5	MAP3K9	1418.0	3365.0	3437.0
MAP3K9_+_71276168.23-P1P2_h1_Top5	MAP3K9	1555.0	4191.0	3915.0
MAP3K9_+_71276221.23-P1P2_h1_Top5	MAP3K9	1320.0	4511.0	4246.0
MAP3K9_-_71275881.23-P1P2_h1_Top5	MAP3K9	1669.0	3920.0	3907.0
MAP3K9_-_71275994.23-P1P2_h1_Top5	MAP3K9	492.0	1263.0	1382.0
MAP4K1_+_39108201.23-P1P2_h1_Top5	MAP4K1	2965.0	6990.0	8179.0
MAP4K1_+_39108603.23-P1P2_h1_Top5	MAP4K1	834.0	1594.0	1848.0
MAP4K1_-_39108543.23-P1P2_h1_Top5	MAP4K1	1373.0	2558.0	2595.0
MAP4K1_-_39108568.23-P1P2_h1_Top5	MAP4K1	2382.0	5662.0	5604.0
MAP4K1_-_39108597.23-P1P2_h1_Top5	MAP4K1	1248.0	3314.0	3145.0
MAP4K2_+_64570318.23-P1P2_h1_Top5	MAP4K2	1332.0	955.0	1031.0
MAP4K2_-_64570024.23-P1P2_h1_Top5	MAP4K2	1138.0	2900.0	3188.0
MAP4K2_-_64570252.23-P1P2_h1_Top5	MAP4K2	1189.0	4252.0	3917.0
MAP4K2_-_64570267.23-P1P2_h1_Top5	MAP4K2	623.0	1499.0	1954.0
MAP4K2_-_64570446.23-P1P2_h1_Top5	MAP4K2	2123.0	4772.0	5065.0
MAP4K3_+_39664019.23-P1P2_h1_Top5	MAP4K3	1792.0	4093.0	3870.0
MAP4K3_+_39664025.23-P1P2_h1_Top5	MAP4K3	4017.0	10490.0	10616.0
MAP4K3_-_39663962.23-P1P2_h1_Top5	MAP4K3	1326.0	4272.0	3815.0
MAP4K3_-_39664372.23-P1P2_h1_Top5	MAP4K3	3314.0	9839.0	8814.0
MAP4K3_-_39664377.23-P1P2_h1_Top5	MAP4K3	690.0	1608.0	1997.0
MAP4K4_+_102314194.23-P1P2_h1_Top5	MAP4K4	1693.0	4494.0	5229.0
MAP4K4_+_102314209.23-P1P2_h1_Top5	MAP4K4	2519.0	7203.0	7578.0
MAP4K4_-_102314371.23-P1P2_h1_Top5	MAP4K4	1716.0	3643.0	4724.0
MAP4K4_-_102314429.23-P1P2_h1_Top5	MAP4K4	1313.0	4010.0	4497.0
MAP4K4_-_102314572.23-P1P2_h1_Top5	MAP4K4	2452.0	5016.0	5168.0
MAP4K5_+_50999154.23-P1P2_h1_Top5	MAP4K5	962.0	1448.0	1988.0
MAP4K5_+_50999160.23-P1P2_h1_Top5	MAP4K5	1323.0	4114.0	2860.0
MAP4K5_+_50999233.23-P1P2_h1_Top5	MAP4K5	1055.0	2438.0	2827.0
MAP4K5_-_50998897.23-P1P2_h1_Top5	MAP4K5	1376.0	3161.0	3146.0
MAP4K5_-_50999269.23-P1P2_h1_Top5	MAP4K5	2254.0	5713.0	4955.0
MAPK10_+_87280698.23-P1P2_h1_Top5	MAPK10	1825.0	4419.0	4731.0
MAPK10_+_87280805.23-P1P2_h1_Top5	MAPK10	2086.0	4665.0	5183.0
MAPK10_+_87280809.23-P1P2_h1_Top5	MAPK10	1991.0	4561.0	5049.0
MAPK10_+_87281193.23-P1P2_h1_Top5	MAPK10	2708.0	6499.0	7623.0
MAPK10_-_87281220.23-P1P2_h1_Top5	MAPK10	1234.0	2638.0	2632.0
MAPK11_+_50708400.23-P1P2_h1_Top5	MAPK11	1664.0	3766.0	3095.0
MAPK11_+_50708466.23-P1P2_h1_Top5	MAPK11	500.0	891.0	1216.0
MAPK11_-_50708384.23-P1P2_h1_Top5	MAPK11	1523.0	3895.0	4369.0
MAPK11_-_50708414.23-P1P2_h1_Top5	MAPK11	1109.0	1921.0	2319.0
MAPK11_-_50708798.23-P1P2_h1_Top5	MAPK11	1402.0	4209.0	3920.0
MAPK12_+_50699693.23-P1P2_h1_Top5	MAPK12	2257.0	6827.0	6099.0
MAPK12_+_50699710.23-P1P2_h1_Top5	MAPK12	683.0	1523.0	1382.0
MAPK12_-_50699638.23-P1P2_h1_Top5	MAPK12	1811.0	4927.0	4207.0
MAPK12_-_50699664.23-P1P2_h1_Top5	MAPK12	835.0	2564.0	2097.0
MAPK12_-_50700104.23-P1P2_h1_Top5	MAPK12	2698.0	5207.0	5591.0
MAPK13_+_36095562.23-P2_h1_Top5	MAPK13_P2	2718.0	6153.0	6161.0
MAPK13_+_36095584.23-P2_h1_Top5	MAPK13_P2	1178.0	2566.0	3002.0
MAPK13_+_36098337.23-P1_h1_Top5	MAPK13_P1	514.0	1202.0	1234.0
MAPK13_+_36098340.23-P1_h1_Top5	MAPK13_P1	721.0	2229.0	1883.0
MAPK13_+_36098354.23-P1_h1_Top5	MAPK13_P1	1993.0	4805.0	5049.0
MAPK13_+_36098714.23-P1_h1_Top5	MAPK13_P1	2296.0	5259.0	5350.0
MAPK13_-_36095589.23-P2_h1_Top5	MAPK13_P2	3288.0	7875.0	7787.0
MAPK13_-_36095915.23-P2_h1_Top5	MAPK13_P2	2435.0	5726.0	6125.0
MAPK13_-_36095987.23-P2_h1_Top5	MAPK13_P2	1371.0	3584.0	3534.0
MAPK13_-_36098350.23-P1_h1_Top5	MAPK13_P1	312.0	627.0	681.0
MAPK14_+_35995582.23-P1P2_h1_Top5	MAPK14	1177.0	2452.0	2716.0
MAPK14_+_35995634.23-P1P2_h1_Top5	MAPK14	565.0	1856.0	2246.0
MAPK14_+_35995994.23-P1P2_h1_Top5	MAPK14	734.0	1373.0	1284.0
MAPK14_-_35995588.23-P1P2_h1_Top5	MAPK14	58.0	283.0	108.0
MAPK14_-_35995742.23-P1P2_h1_Top5	MAPK14	1255.0	1937.0	1871.0
MAPK15_+_144798542.23-P1P2_h1_Top5	MAPK15	2041.0	5536.0	5613.0
MAPK15_+_144798554.23-P1P2_h1_Top5	MAPK15	2018.0	4617.0	5484.0
MAPK15_-_144798562.23-P1P2_h1_Top5	MAPK15	1039.0	2363.0	2381.0
MAPK15_-_144798594.23-P1P2_h1_Top5	MAPK15	592.0	1459.0	1591.0
MAPK15_-_144798966.23-P1P2_h1_Top5	MAPK15	689.0	1234.0	935.0
MAPK1_+_22221893.23-P1P2_h1_Top5	MAPK1	3661.0	7182.0	7426.0
MAPK1_+_22221900.23-P1P2_h1_Top5	MAPK1	3006.0	4652.0	5134.0
MAPK1_-_22221517.23-P1P2_h1_Top5	MAPK1	1888.0	4237.0	5101.0
MAPK1_-_22221858.23-P1P2_h1_Top5	MAPK1	758.0	1118.0	1144.0
MAPK1_-_22221879.23-P1P2_h1_Top5	MAPK1	1347.0	3456.0	3040.0
MAPK3_+_30134158.23-P1P2_h1_Top5	MAPK3	2476.0	5972.0	6150.0
MAPK3_+_30134224.23-P1P2_h1_Top5	MAPK3	908.0	2921.0	3740.0
MAPK3_+_30134473.23-P1P2_h1_Top5	MAPK3	1285.0	3155.0	3487.0
MAPK3_-_30134173.23-P1P2_h1_Top5	MAPK3	975.0	2606.0	2204.0
MAPK3_-_30134490.23-P1P2_h1_Top5	MAPK3	1869.0	3718.0	4115.0
MAPK4_+_48086657.23-P1P2_h1_Top5	MAPK4	2622.0	5255.0	6313.0
MAPK4_+_48086820.23-P1P2_h1_Top5	MAPK4	1236.0	3179.0	3855.0
MAPK4_+_48086890.23-P1P2_h1_Top5	MAPK4	1721.0	4916.0	5132.0
MAPK4_-_48086502.23-P1P2_h1_Top5	MAPK4	2977.0	6648.0	7827.0
MAPK4_-_48086531.23-P1P2_h1_Top5	MAPK4	745.0	1751.0	1881.0
MAPK6_+_52312067.23-P1P2_h1_Top5	MAPK6	1506.0	3344.0	3614.0
MAPK6_+_52312100.23-P1P2_h1_Top5	MAPK6	1991.0	5947.0	5128.0
MAPK6_-_52311450.23-P1P2_h1_Top5	MAPK6	952.0	2390.0	2600.0
MAPK6_-_52311453.23-P1P2_h1_Top5	MAPK6	1033.0	2391.0	3248.0
MAPK6_-_52311462.23-P1P2_h1_Top5	MAPK6	3582.0	8285.0	10218.0
MAPK7_+_19281101.23-P1P2_h1_Top5	MAPK7	1595.0	4738.0	4224.0
MAPK7_+_19282166.23-P1P2_h1_Top5	MAPK7	2071.0	5533.0	6601.0
MAPK7_-_19281081.23-P1P2_h1_Top5	MAPK7	721.0	2785.0	2556.0
MAPK7_-_19281094.23-P1P2_h1_Top5	MAPK7	827.0	2422.0	2046.0
MAPK7_-_19281159.23-P1P2_h1_Top5	MAPK7	835.0	2079.0	1758.0
MAPK8IP1_+_45907239.23-P2_h1_Top5	MAPK8IP1_P2	1266.0	3062.0	2697.0
MAPK8IP1_+_45907688.23-P2_h1_Top5	MAPK8IP1_P2	1278.0	2490.0	2234.0
MAPK8IP1_+_45921668.23-P1_h1_Top5	MAPK8IP1_P1	1396.0	2790.0	3120.0
MAPK8IP1_+_45922088.23-P1_h1_Top5	MAPK8IP1_P1	1219.0	2905.0	2623.0
MAPK8IP1_-_45907276.23-P2_h1_Top5	MAPK8IP1_P2	1531.0	3893.0	4206.0
MAPK8IP1_-_45907580.23-P2_h1_Top5	MAPK8IP1_P2	859.0	1452.0	1667.0
MAPK8IP1_-_45907653.23-P2_h1_Top5	MAPK8IP1_P2	2735.0	5861.0	5294.0
MAPK8IP1_-_45921715.23-P1_h1_Top5	MAPK8IP1_P1	519.0	1151.0	1055.0
MAPK8IP1_-_45922057.23-P1_h1_Top5	MAPK8IP1_P1	536.0	1758.0	1541.0
MAPK8IP1_-_45922095.23-P1_h1_Top5	MAPK8IP1_P1	825.0	166.0	132.0
MAPK8IP2_+_51039278.23-P1P2_h1_Top5	MAPK8IP2	1618.0	3236.0	4060.0
MAPK8IP2_-_51039250.23-P1P2_h1_Top5	MAPK8IP2	2160.0	7220.0	6330.0
MAPK8IP2_-_51039253.23-P1P2_h1_Top5	MAPK8IP2	176.0	273.0	378.0
MAPK8IP2_-_51039587.23-P1P2_h1_Top5	MAPK8IP2	2842.0	6721.0	6897.0
MAPK8IP2_-_51039617.23-P1P2_h1_Top5	MAPK8IP2	1224.0	3537.0	3375.0
MAPK8IP3_-_1756208.23-P1P2_h1_Top5	MAPK8IP3	2473.0	6317.0	6500.0
MAPK8IP3_-_1756242.23-P1P2_h1_Top5	MAPK8IP3	1165.0	2603.0	3248.0
MAPK8IP3_-_1756275.23-P1P2_h1_Top5	MAPK8IP3	1277.0	3458.0	3941.0
MAPK8IP3_-_1756368.23-P1P2_h1_Top5	MAPK8IP3	1167.0	3073.0	3285.0
MAPK8IP3_-_1756404.23-P1P2_h1_Top5	MAPK8IP3	1235.0	2680.0	2850.0
MAPK8_+_49515119.23-P1P2_h1_Top5	MAPK8	2665.0	7522.0	6609.0
MAPK8_+_49515127.23-P1P2_h1_Top5	MAPK8	833.0	1809.0	2237.0
MAPK8_-_49514766.23-P1P2_h1_Top5	MAPK8	2620.0	5643.0	6510.0
MAPK8_-_49514791.23-P1P2_h1_Top5	MAPK8	1527.0	3898.0	3499.0
MAPK8_-_49515026.23-P1P2_h1_Top5	MAPK8	1329.0	2451.0	2918.0
MAPK9_+_179718994.23-P1P2_h1_Top5	MAPK9	1426.0	3511.0	3035.0
MAPK9_+_179719015.23-P1P2_h1_Top5	MAPK9	1157.0	3528.0	3468.0
MAPK9_+_179719045.23-P1P2_h1_Top5	MAPK9	1276.0	3131.0	3138.0
MAPK9_-_179718613.23-P1P2_h1_Top5	MAPK9	4264.0	9193.0	8976.0
MAPK9_-_179719011.23-P1P2_h1_Top5	MAPK9	1204.0	2531.0	2656.0
MAPKAP1_+_128412327.23-P2_h1_Top5	MAPKAP1_P2	814.0	1537.0	1718.0
MAPKAP1_+_128412632.23-P2_h1_Top5	MAPKAP1_P2	2422.0	5596.0	5913.0
MAPKAP1_+_128412671.23-P2_h1_Top5	MAPKAP1_P2	1036.0	2264.0	2363.0
MAPKAP1_+_128412686.23-P2_h1_Top5	MAPKAP1_P2	4794.0	11515.0	11373.0
MAPKAP1_+_128469261.23-P1_h1_Top5	MAPKAP1_P1	635.0	467.0	400.0
MAPKAP1_+_128469415.23-P1_h1_Top5	MAPKAP1_P1	1257.0	676.0	700.0
MAPKAP1_+_128469461.23-P1_h1_Top5	MAPKAP1_P1	1488.0	1044.0	1454.0
MAPKAP1_+_128469476.23-P1_h1_Top5	MAPKAP1_P1	1922.0	682.0	939.0
MAPKAP1_-_128412268.23-P2_h1_Top5	MAPKAP1_P2	1622.0	2918.0	3128.0
MAPKAP1_-_128469133.23-P1_h1_Top5	MAPKAP1_P1	568.0	1300.0	824.0
MAPKAPK2_+_206858711.23-P1P2_h1_Top5	MAPKAPK2	593.0	1143.0	1425.0
MAPKAPK2_-_206858257.23-P1P2_h1_Top5	MAPKAPK2	706.0	2187.0	1719.0
MAPKAPK2_-_206858409.23-P1P2_h1_Top5	MAPKAPK2	1375.0	4049.0	3110.0
MAPKAPK2_-_206858786.23-P1P2_h1_Top5	MAPKAPK2	2654.0	6214.0	5843.0
MAPKAPK2_-_206858800.23-P1P2_h1_Top5	MAPKAPK2	1595.0	4585.0	4211.0
MAPKAPK3_+_50654590.23-P1P2_h1_Top5	MAPKAPK3	2760.0	5734.0	6240.0
MAPKAPK3_+_50654634.23-P1P2_h1_Top5	MAPKAPK3	2223.0	5034.0	5140.0
MAPKAPK3_+_50654641.23-P1P2_h1_Top5	MAPKAPK3	1076.0	2343.0	2979.0
MAPKAPK3_+_50654647.23-P1P2_h1_Top5	MAPKAPK3	2075.0	4207.0	4999.0
MAPKAPK3_+_50654665.23-P1P2_h1_Top5	MAPKAPK3	283.0	375.0	416.0
MAPKAPK5_+_112280458.23-P1P2_h1_Top5	MAPKAPK5	1466.0	3145.0	3491.0
MAPKAPK5_-_112280047.23-P1P2_h1_Top5	MAPKAPK5	762.0	1569.0	1540.0
MAPKAPK5_-_112280058.23-P1P2_h1_Top5	MAPKAPK5	1458.0	3244.0	3463.0
MAPKAPK5_-_112280061.23-P1P2_h1_Top5	MAPKAPK5	3313.0	7674.0	9323.0
MAPKAPK5_-_112280444.23-P1P2_h1_Top5	MAPKAPK5	1116.0	2958.0	2628.0
MAPKBP1_+_42066684.23-P1P2_h1_Top5	MAPKBP1	2818.0	5884.0	6526.0
MAPKBP1_+_42066764.23-P1P2_h1_Top5	MAPKBP1	775.0	2167.0	1844.0
MAPKBP1_+_42067047.23-P1P2_h1_Top5	MAPKBP1	2075.0	5395.0	4893.0
MAPKBP1_-_42066728.23-P1P2_h1_Top5	MAPKBP1	1332.0	2816.0	2950.0
MAPKBP1_-_42066929.23-P1P2_h1_Top5	MAPKBP1	1831.0	1774.0	1925.0
MARCKS_+_114178579.23-P1P2_h1_Top5	MARCKS	1629.0	2848.0	2837.0
MARCKS_+_114178793.23-P1P2_h1_Top5	MARCKS	2100.0	4970.0	4938.0
MARCKS_+_114178796.23-P1P2_h1_Top5	MARCKS	1835.0	3504.0	3519.0
MARCKS_+_114178858.23-P1P2_h1_Top5	MARCKS	1626.0	3876.0	3913.0
MARCKS_-_114178610.23-P1P2_h1_Top5	MARCKS	3881.0	9576.0	10451.0
MARK1_+_220701807.23-P1P2_h1_Top5	MARK1	1357.0	3422.0	3189.0
MARK1_+_220701920.23-P1P2_h1_Top5	MARK1	905.0	2437.0	2285.0
MARK1_+_220701924.23-P1P2_h1_Top5	MARK1	2988.0	6850.0	7852.0
MARK1_+_220702229.23-P1P2_h1_Top5	MARK1	764.0	1504.0	1470.0
MARK1_-_220701952.23-P1P2_h1_Top5	MARK1	2820.0	7381.0	6867.0
MARK2_+_63606628.23-P1_h1_Top5	MARK2_P1	2698.0	7585.0	6210.0
MARK2_+_63656051.23-P2_h1_Top5	MARK2_P2	1155.0	4613.0	3827.0
MARK2_+_63656055.23-P2_h1_Top5	MARK2_P2	2579.0	6972.0	7089.0
MARK2_+_63656113.23-P2_h1_Top5	MARK2_P2	1212.0	3972.0	3875.0
MARK2_+_63656366.23-P2_h1_Top5	MARK2_P2	1170.0	2302.0	2723.0
MARK2_-_63606604.23-P1_h1_Top5	MARK2_P1	1094.0	2794.0	2788.0
MARK2_-_63606618.23-P1_h1_Top5	MARK2_P1	3877.0	10215.0	8699.0
MARK2_-_63607026.23-P1_h1_Top5	MARK2_P1	1522.0	2660.0	2752.0
MARK2_-_63607048.23-P1_h1_Top5	MARK2_P1	2595.0	5477.0	6093.0
MARK2_-_63656296.23-P2_h1_Top5	MARK2_P2	531.0	1930.0	2609.0
MARK3_+_103851946.23-P1_h1_Top5	MARK3_P1	1099.0	3018.0	2738.0
MARK3_+_103871446.23-P2_h1_Top5	MARK3_P2	1292.0	2958.0	2951.0
MARK3_+_103871459.23-P2_h1_Top5	MARK3_P2	228.0	763.0	1144.0
MARK3_+_103871494.23-P2_h1_Top5	MARK3_P2	2800.0	7221.0	7343.0
MARK3_+_103871511.23-P2_h1_Top5	MARK3_P2	2056.0	5352.0	5614.0
MARK3_-_103851740.23-P1_h1_Top5	MARK3_P1	2137.0	6689.0	6170.0
MARK3_-_103851762.23-P1_h1_Top5	MARK3_P1	2078.0	4820.0	5977.0
MARK3_-_103851778.23-P1_h1_Top5	MARK3_P1	2276.0	6996.0	6006.0
MARK3_-_103851786.23-P1_h1_Top5	MARK3_P1	1251.0	2005.0	2278.0
MARK3_-_103871548.23-P2_h1_Top5	MARK3_P2	2414.0	6104.0	6174.0
MARK4_+_45754564.23-P1P2_h1_Top5	MARK4	2887.0	6030.0	6747.0
MARK4_+_45754924.23-P1P2_h1_Top5	MARK4	3688.0	8868.0	10278.0
MARK4_+_45754957.23-P1P2_h1_Top5	MARK4	1199.0	3617.0	2977.0
MARK4_+_45754981.23-P1P2_h1_Top5	MARK4	1214.0	2847.0	2768.0
MARK4_+_45755019.23-P1P2_h1_Top5	MARK4	4073.0	14668.0	15704.0
MASP2_+_11107250.23-P1P2_h1_Top5	MASP2	1616.0	3133.0	4111.0
MASP2_+_11107254.23-P1P2_h1_Top5	MASP2	1613.0	4379.0	4449.0
MASP2_+_11107258.23-P1P2_h1_Top5	MASP2	1459.0	3392.0	3524.0
MASP2_+_11107300.23-P1P2_h1_Top5	MASP2	1277.0	3523.0	2664.0
MASP2_-_11107265.23-P1P2_h1_Top5	MASP2	1638.0	3247.0	3275.0
MAST1_+_12944770.23-P2_h1_Top5	MAST1_P2	3048.0	7520.0	7996.0
MAST1_+_12944776.23-P2_h1_Top5	MAST1_P2	2064.0	5160.0	4634.0
MAST1_+_12944779.23-P2_h1_Top5	MAST1_P2	3784.0	9426.0	9324.0
MAST1_+_12945172.23-P2_h1_Top5	MAST1_P2	662.0	2130.0	1718.0
MAST1_+_12945186.23-P2_h1_Top5	MAST1_P2	1331.0	3279.0	2791.0
MAST1_+_12949344.23-P1_h1_Top5	MAST1_P1	442.0	409.0	699.0
MAST1_+_12949376.23-P1_h1_Top5	MAST1_P1	1951.0	3803.0	3734.0
MAST1_+_12949519.23-P1_h1_Top5	MAST1_P1	858.0	2226.0	2631.0
MAST1_+_12949693.23-P1_h1_Top5	MAST1_P1	1474.0	2209.0	3377.0
MAST1_+_12949712.23-P1_h1_Top5	MAST1_P1	1277.0	3098.0	2572.0
MAST2_+_46269318.23-P1P2_h1_Top5	MAST2	629.0	1683.0	2248.0
MAST2_-_46269291.23-P1P2_h1_Top5	MAST2	608.0	1477.0	2029.0
MAST2_-_46269333.23-P1P2_h1_Top5	MAST2	1397.0	5401.0	3916.0
MAST2_-_46269336.23-P1P2_h1_Top5	MAST2	568.0	1448.0	1228.0
MAST2_-_46269769.23-P1P2_h1_Top5	MAST2	132.0	8.0	0.0
MAST3_+_18208647.23-P1P2_h1_Top5	MAST3	3259.0	6715.0	5812.0
MAST3_+_18209026.23-P1P2_h1_Top5	MAST3	1472.0	3130.0	3693.0
MAST3_-_18208625.23-P1P2_h1_Top5	MAST3	2741.0	6535.0	7429.0
MAST3_-_18208658.23-P1P2_h1_Top5	MAST3	398.0	433.0	576.0
MAST3_-_18208662.23-P1P2_h1_Top5	MAST3	2933.0	9157.0	8996.0
MAST4_+_65892185.23-ENST00000403625.2,ENST00000404260.3_h1_Top5	MAST4_ENST00000403625.2,ENST00000404260.3	1834.0	5581.0	5473.0
MAST4_+_65892577.23-ENST00000403625.2,ENST00000404260.3_h1_Top5	MAST4_ENST00000403625.2,ENST00000404260.3	1381.0	706.0	962.0
MAST4_+_65892684.23-ENST00000403625.2,ENST00000404260.3_h1_Top5	MAST4_ENST00000403625.2,ENST00000404260.3	645.0	1126.0	1576.0
MAST4_-_65892199.23-ENST00000403625.2,ENST00000404260.3_h1_Top5	MAST4_ENST00000403625.2,ENST00000404260.3	2470.0	5727.0	5533.0
MAST4_-_65892226.23-ENST00000403625.2,ENST00000404260.3_h1_Top5	MAST4_ENST00000403625.2,ENST00000404260.3	1830.0	3413.0	4521.0
MASTL_+_27444335.23-P1P2_h1_Top5	MASTL	2871.0	6587.0	6185.0
MASTL_-_27444305.23-P1P2_h1_Top5	MASTL	58.0	653.0	308.0
MASTL_-_27444315.23-P1P2_h1_Top5	MASTL	238.0	384.0	552.0
MASTL_-_27444320.23-P1P2_h1_Top5	MASTL	278.0	123.0	183.0
MASTL_-_27444413.23-P1P2_h1_Top5	MASTL	342.0	184.0	174.0
MAT1A_+_82049318.23-P1P2_h1_Top5	MAT1A	2544.0	5394.0	5381.0
MAT1A_+_82049410.23-P1P2_h1_Top5	MAT1A	860.0	2265.0	2981.0
MAT1A_-_82049347.23-P1P2_h1_Top5	MAT1A	732.0	1962.0	2582.0
MAT1A_-_82049366.23-P1P2_h1_Top5	MAT1A	2473.0	5259.0	5334.0
MAT1A_-_82049387.23-P1P2_h1_Top5	MAT1A	1161.0	1493.0	1404.0
MAT2A_+_85766276.23-P1P2_h1_Top5	MAT2A	1342.0	2662.0	2796.0
MAT2A_+_85766280.23-P1P2_h1_Top5	MAT2A	1551.0	1896.0	2893.0
MAT2A_+_85766302.23-P1P2_h1_Top5	MAT2A	1584.0	3418.0	3977.0
MAT2A_+_85766367.23-P1P2_h1_Top5	MAT2A	2812.0	5926.0	6214.0
MAT2A_+_85766721.23-P1P2_h1_Top5	MAT2A	2731.0	5506.0	6222.0
MATK_+_3785894.23-P1P2_h1_Top5	MATK	708.0	2031.0	1774.0
MATK_+_3786153.23-P1P2_h1_Top5	MATK	639.0	1299.0	1218.0
MATK_+_3786205.23-P1P2_h1_Top5	MATK	806.0	2086.0	2438.0
MATK_-_3785860.23-P1P2_h1_Top5	MATK	1710.0	4612.0	4639.0
MATK_-_3786253.23-P1P2_h1_Top5	MATK	1788.0	3895.0	4494.0
MBL2_+_54530976.23-P1P2_h1_Top5	MBL2	2973.0	6274.0	6495.0
MBL2_+_54531349.23-P1P2_h1_Top5	MBL2	308.0	1735.0	1571.0
MBL2_+_54531352.23-P1P2_h1_Top5	MBL2	866.0	1942.0	1859.0
MBL2_-_54531299.23-P1P2_h1_Top5	MBL2	2269.0	5917.0	5496.0
MBL2_-_54531362.23-P1P2_h1_Top5	MBL2	1587.0	3271.0	3787.0
MB_+_36012953.23-P1P2_h1_Top5	MB	2784.0	6525.0	6336.0
MB_-_36012912.23-P1P2_h1_Top5	MB	3143.0	7953.0	6735.0
MB_-_36013180.23-P1P2_h1_Top5	MB	1092.0	3040.0	2970.0
MB_-_36013357.23-P1P2_h1_Top5	MB	2867.0	6910.0	6418.0
MB_-_36013372.23-P1P2_h1_Top5	MB	126.0	98.0	151.0
MC2R_+_13915038.23-P1P2_h1_Top5	MC2R	1643.0	2846.0	3516.0
MC2R_+_13915064.23-P1P2_h1_Top5	MC2R	2747.0	5537.0	6751.0
MC2R_+_13915087.23-P1P2_h1_Top5	MC2R	1630.0	3687.0	3496.0
MC2R_-_13915128.23-P1P2_h1_Top5	MC2R	1403.0	4802.0	4314.0
MC2R_-_13915463.23-P1P2_h1_Top5	MC2R	2356.0	6421.0	6039.0
MCCC1_+_182817256.23-P1P2_h1_Top5	MCCC1	214.0	369.0	422.0
MCCC1_+_182817292.23-P1P2_h1_Top5	MCCC1	1363.0	2959.0	2900.0
MCCC1_+_182817298.23-P1P2_h1_Top5	MCCC1	1557.0	4708.0	4727.0
MCCC1_+_182817301.23-P1P2_h1_Top5	MCCC1	1427.0	2504.0	3488.0
MCCC1_-_182817269.23-P1P2_h1_Top5	MCCC1	1091.0	3213.0	3167.0
MCCC2_+_70883215.23-P1P2_h1_Top5	MCCC2	244.0	734.0	456.0
MCCC2_+_70883259.23-P1P2_h1_Top5	MCCC2	798.0	1999.0	2417.0
MCCC2_+_70883650.23-P1P2_h1_Top5	MCCC2	531.0	1299.0	1109.0
MCCC2_-_70883196.23-P1P2_h1_Top5	MCCC2	520.0	1042.0	795.0
MCCC2_-_70883385.23-P1P2_h1_Top5	MCCC2	1220.0	2965.0	2392.0
MCFD2_+_47142860.23-P1_h1_Top5	MCFD2_P1	1509.0	4111.0	4778.0
MCFD2_+_47142889.23-P1_h1_Top5	MCFD2_P1	2753.0	6878.0	6625.0
MCFD2_+_47142972.23-P1_h1_Top5	MCFD2_P1	1510.0	3032.0	3254.0
MCFD2_+_47168832.23-P2_h1_Top5	MCFD2_P2	2303.0	3761.0	3893.0
MCFD2_-_47142505.23-P1_h1_Top5	MCFD2_P1	738.0	1225.0	1078.0
MCFD2_-_47142680.23-P1_h1_Top5	MCFD2_P1	1599.0	5348.0	4189.0
MCFD2_-_47168422.23-P2_h1_Top5	MCFD2_P2	1852.0	5072.0	5615.0
MCFD2_-_47168823.23-P2_h1_Top5	MCFD2_P2	1131.0	2235.0	2375.0
MCFD2_-_47168874.23-P2_h1_Top5	MCFD2_P2	1982.0	4147.0	4441.0
MCFD2_-_47168880.23-P2_h1_Top5	MCFD2_P2	87.0	809.0	908.0
ME2_+_48405483.23-P1P2_h1_Top5	ME2	774.0	2039.0	2792.0
ME2_+_48405494.23-P1P2_h1_Top5	ME2	1486.0	1403.0	1622.0
ME2_+_48405509.23-P1P2_h1_Top5	ME2	1223.0	2113.0	2503.0
ME2_-_48405558.23-P1P2_h1_Top5	ME2	1963.0	4527.0	4532.0
ME2_-_48405886.23-P1P2_h1_Top5	ME2	419.0	1346.0	1143.0
ME3_+_86383140.23-P1P2_h1_Top5	ME3	2026.0	1192.0	1474.0
ME3_+_86383360.23-P1P2_h1_Top5	ME3	269.0	1323.0	1680.0
ME3_-_86382994.23-P1P2_h1_Top5	ME3	1217.0	2077.0	2481.0
ME3_-_86383003.23-P1P2_h1_Top5	ME3	1637.0	4071.0	3893.0
ME3_-_86383407.23-P1P2_h1_Top5	ME3	2682.0	5126.0	5952.0
MED1_+_37607247.23-P1P2_h1_Top5	MED1	843.0	299.0	565.0
MED1_+_37607423.23-P1P2_h1_Top5	MED1	151.0	545.0	353.0
MED1_-_37607464.23-P1P2_h1_Top5	MED1	198.0	1.0	15.0
MED1_-_37607477.23-P1P2_h1_Top5	MED1	55.0	194.0	131.0
MED1_-_37607487.23-P1P2_h1_Top5	MED1	222.0	536.0	512.0
