sgRNA	Gene	t0	iPSC_t10_1	iPSC_t10_2
LIAS_+_39461140.23-P1P2_h1_Top5	LIAS	1534.0	3866.0	3996.0
LIAS_-_39460775.23-P1P2_h1_Top5	LIAS	2696.0	3862.0	3748.0
LIAS_-_39461156.23-P1P2_h1_Top5	LIAS	709.0	1978.0	1726.0
LIMK1_+_73498172.23-P1_h1_Top5	LIMK1_P1	2194.0	4122.0	5187.0
LIMK1_+_73498175.23-P1_h1_Top5	LIMK1_P1	2504.0	5823.0	6300.0
LIMK1_+_73498555.23-P1_h1_Top5	LIMK1_P1	1242.0	2553.0	2878.0
LIMK1_+_73507537.23-P2_h1_Top5	LIMK1_P2	157.0	67.0	185.0
LIMK1_+_73507595.23-P2_h1_Top5	LIMK1_P2	1398.0	4326.0	4812.0
LIMK1_+_73507614.23-P2_h1_Top5	LIMK1_P2	203.0	253.0	304.0
LIMK1_+_73507647.23-P2_h1_Top5	LIMK1_P2	650.0	2951.0	2959.0
LIMK1_-_73498189.23-P1_h1_Top5	LIMK1_P1	3175.0	9226.0	8660.0
LIMK1_-_73498366.23-P1_h1_Top5	LIMK1_P1	608.0	922.0	1610.0
LIMK1_-_73507588.23-P2_h1_Top5	LIMK1_P2	3087.0	6288.0	6715.0
LIMK2_-_31608303.23-P1P2_h1_Top5	LIMK2	1899.0	4798.0	4820.0
LIMK2_-_31608420.23-P1P2_h1_Top5	LIMK2	1525.0	2864.0	3451.0
LIMK2_-_31608608.23-P1P2_h1_Top5	LIMK2	2529.0	7378.0	6395.0
LIMK2_-_31608641.23-P1P2_h1_Top5	LIMK2	1612.0	5662.0	4136.0
LIMK2_-_31608698.23-P1P2_h1_Top5	LIMK2	1167.0	2586.0	2782.0
LIPA_+_91011062.23-P1P2_h1_Top5	LIPA	1378.0	3173.0	2652.0
LIPA_+_91011512.23-P1P2_h1_Top5	LIPA	1780.0	3168.0	3668.0
LIPA_+_91011586.23-P1P2_h1_Top5	LIPA	5392.0	12737.0	13050.0
LIPA_-_91011199.23-P1P2_h1_Top5	LIPA	1006.0	2043.0	2013.0
LIPA_-_91011546.23-P1P2_h1_Top5	LIPA	874.0	1360.0	1443.0
LIPF_+_90424226.23-P1P2_h1_Top5	LIPF	3377.0	9316.0	8846.0
LIPF_+_90424306.23-P1P2_h1_Top5	LIPF	704.0	2332.0	2570.0
LIPF_-_90424381.23-P1P2_h1_Top5	LIPF	12989.0	32134.0	36791.0
LIPF_-_90424448.23-P1P2_h1_Top5	LIPF	752.0	2120.0	2267.0
LIPF_-_90424616.23-P1P2_h1_Top5	LIPF	7414.0	20308.0	21237.0
LIPJ_-_90346531.23-P1P2_h1_Top5	LIPJ	5113.0	12511.0	13103.0
LIPJ_-_90346602.23-P1P2_h1_Top5	LIPJ	3848.0	8535.0	9711.0
LIPJ_-_90346894.23-P1P2_h1_Top5	LIPJ	1472.0	3816.0	3888.0
LIPJ_-_90346942.23-P1P2_h1_Top5	LIPJ	5173.0	12893.0	13346.0
LIPJ_-_90346948.23-P1P2_h1_Top5	LIPJ	2446.0	6236.0	5989.0
LIPT1_+_99771478.23-P1P2_h1_Top5	LIPT1	1067.0	2006.0	2091.0
LIPT1_+_99771489.23-P1P2_h1_Top5	LIPT1	1282.0	2842.0	3153.0
LIPT1_+_99771539.23-P1P2_h1_Top5	LIPT1	2193.0	5783.0	5687.0
LIPT1_-_99771504.23-P1P2_h1_Top5	LIPT1	2236.0	4268.0	4324.0
LIPT1_-_99771518.23-P1P2_h1_Top5	LIPT1	2457.0	5248.0	5703.0
LMAN1_+_57026445.23-P1P2_h1_Top5	LMAN1	1274.0	2272.0	2506.0
LMAN1_-_57026050.23-P1P2_h1_Top5	LMAN1	1628.0	3876.0	2829.0
LMAN1_-_57026107.23-P1P2_h1_Top5	LMAN1	118.0	176.0	198.0
LMAN1_-_57026186.23-P1P2_h1_Top5	LMAN1	2934.0	7329.0	8103.0
LMAN1_-_57026283.23-P1P2_h1_Top5	LMAN1	1076.0	2740.0	1905.0
LMTK2_+_97736187.23-P1P2_h1_Top5	LMTK2	2412.0	5644.0	6321.0
LMTK2_+_97736224.23-P1P2_h1_Top5	LMTK2	932.0	2831.0	3221.0
LMTK2_-_97736196.23-P1P2_h1_Top5	LMTK2	1720.0	3279.0	5421.0
LMTK2_-_97736236.23-P1P2_h1_Top5	LMTK2	1047.0	1963.0	1934.0
LMTK2_-_97736262.23-P1P2_h1_Top5	LMTK2	3016.0	5590.0	5445.0
LMTK3_+_49016391.23-P1P2_h1_Top5	LMTK3	1763.0	3892.0	3511.0
LMTK3_+_49016507.23-P1P2_h1_Top5	LMTK3	1773.0	5761.0	5254.0
LMTK3_+_49016817.23-P1P2_h1_Top5	LMTK3	1552.0	4198.0	4039.0
LMTK3_+_49016834.23-P1P2_h1_Top5	LMTK3	1488.0	4448.0	4537.0
LMTK3_-_49016875.23-P1P2_h1_Top5	LMTK3	1825.0	3811.0	3986.0
LPA_+_161084930.23-P1P2_h1_Top5	LPA	1484.0	4048.0	4064.0
LPA_+_161085281.23-P1P2_h1_Top5	LPA	1865.0	4192.0	4859.0
LPA_+_161085286.23-P1P2_h1_Top5	LPA	1493.0	4065.0	3768.0
LPA_-_161084950.23-P1P2_h1_Top5	LPA	1171.0	2414.0	3046.0
LPA_-_161085028.23-P1P2_h1_Top5	LPA	1012.0	2209.0	2179.0
LPL_+_19796807.23-P1P2_h1_Top5	LPL	1856.0	3967.0	3857.0
LPL_+_19797226.23-P1P2_h1_Top5	LPL	1757.0	3565.0	3671.0
LPL_+_19797288.23-P1P2_h1_Top5	LPL	1834.0	4367.0	3969.0
LPL_-_19796954.23-P1P2_h1_Top5	LPL	3190.0	5606.0	5421.0
LPL_-_19797196.23-P1P2_h1_Top5	LPL	320.0	40.0	132.0
LPPR2_+_11466136.23-P1P2_h1_Top5	LPPR2	1283.0	3565.0	3850.0
LPPR2_+_11466298.23-P1P2_h1_Top5	LPPR2	2888.0	7567.0	7970.0
LPPR2_-_11466214.23-P1P2_h1_Top5	LPPR2	520.0	595.0	438.0
LPPR2_-_11466222.23-P1P2_h1_Top5	LPPR2	58.0	835.0	816.0
LPPR2_-_11466260.23-P1P2_h1_Top5	LPPR2	157.0	301.0	273.0
LRAT_+_155665197.23-P1P2_h1_Top5	LRAT	1787.0	5579.0	4961.0
LRAT_+_155665234.23-P1P2_h1_Top5	LRAT	1558.0	2991.0	3699.0
LRAT_+_155665352.23-P1P2_h1_Top5	LRAT	515.0	1135.0	1196.0
LRAT_-_155665206.23-P1P2_h1_Top5	LRAT	621.0	1275.0	1307.0
LRAT_-_155665581.23-P1P2_h1_Top5	LRAT	711.0	2447.0	1808.0
LRP1_+_57522332.23-P1P2_h1_Top5	LRP1	3094.0	7335.0	7218.0
LRP1_+_57522866.23-P1P2_h1_Top5	LRP1	1255.0	3100.0	3037.0
LRP1_-_57522286.23-P1P2_h1_Top5	LRP1	1291.0	837.0	799.0
LRP1_-_57522313.23-P1P2_h1_Top5	LRP1	663.0	1459.0	1309.0
LRP1_-_57522328.23-P1P2_h1_Top5	LRP1	2144.0	3842.0	3827.0
LRRK1_+_101459591.23-P1P2_h1_Top5	LRRK1	2138.0	3679.0	4085.0
LRRK1_+_101459594.23-P1P2_h1_Top5	LRRK1	1696.0	4655.0	3837.0
LRRK1_-_101459569.23-P1P2_h1_Top5	LRRK1	272.0	50.0	68.0
LRRK1_-_101459969.23-P1P2_h1_Top5	LRRK1	2424.0	6584.0	6086.0
LRRK1_-_101459997.23-P1P2_h1_Top5	LRRK1	287.0	542.0	1342.0
LRRK2_+_40618843.23-P1P2_h1_Top5	LRRK2	445.0	1201.0	1330.0
LRRK2_+_40618865.23-P1P2_h1_Top5	LRRK2	393.0	1112.0	1455.0
LRRK2_+_40618871.23-P1P2_h1_Top5	LRRK2	885.0	1453.0	2148.0
LRRK2_+_40619209.23-P1P2_h1_Top5	LRRK2	1083.0	2919.0	2949.0
LRRK2_+_40619340.23-P1P2_h1_Top5	LRRK2	3002.0	6363.0	6207.0
LSM6_+_147096955.23-P1P2_h1_Top5	LSM6	236.0	303.0	219.0
LSM6_-_147096910.23-P1P2_h1_Top5	LSM6	256.0	308.0	309.0
LSM6_-_147096913.23-P1P2_h1_Top5	LSM6	38.0	269.0	527.0
LSM6_-_147096927.23-P1P2_h1_Top5	LSM6	20.0	0.0	0.0
LSM6_-_147096958.23-P1P2_h1_Top5	LSM6	202.0	61.0	81.0
LSS_+_47648301.23-P1P2_h1_Top5	LSS	1308.0	600.0	375.0
LSS_+_47648648.23-P1P2_h1_Top5	LSS	1065.0	676.0	557.0
LSS_+_47648683.23-P1P2_h1_Top5	LSS	597.0	147.0	160.0
LSS_+_47648696.23-P1P2_h1_Top5	LSS	1931.0	1095.0	696.0
LSS_-_47648468.23-P1P2_h1_Top5	LSS	2192.0	1245.0	989.0
LTA4H_+_96429127.23-P1P2_h1_Top5	LTA4H	2516.0	6301.0	7050.0
LTA4H_-_96428948.23-P1P2_h1_Top5	LTA4H	786.0	1874.0	2462.0
LTA4H_-_96428968.23-P1P2_h1_Top5	LTA4H	1931.0	5250.0	4470.0
LTA4H_-_96429091.23-P1P2_h1_Top5	LTA4H	1782.0	4202.0	4466.0
LTA4H_-_96429293.23-P1P2_h1_Top5	LTA4H	2580.0	6033.0	5701.0
LTA_+_31540068.23-P1P2_h1_Top5	LTA	2163.0	5717.0	5749.0
LTA_+_31540111.23-P1P2_h1_Top5	LTA	750.0	1335.0	1657.0
LTA_+_31540542.23-P1P2_h1_Top5	LTA	1744.0	1340.0	1213.0
LTA_-_31540065.23-P1P2_h1_Top5	LTA	967.0	2012.0	2913.0
LTA_-_31540552.23-P1P2_h1_Top5	LTA	1767.0	4303.0	4207.0
LTC4S_+_179221418.23-P1P2_h1_Top5	LTC4S	2672.0	5456.0	6059.0
LTC4S_+_179221448.23-P1P2_h1_Top5	LTC4S	892.0	2231.0	2680.0
LTC4S_-_179221023.23-P1P2_h1_Top5	LTC4S	1590.0	3619.0	4503.0
LTC4S_-_179221076.23-P1P2_h1_Top5	LTC4S	2686.0	6889.0	6962.0
LTC4S_-_179221093.23-P1P2_h1_Top5	LTC4S	1666.0	3653.0	4387.0
LTF_-_46505940.23-P1P2_h1_Top5	LTF	349.0	673.0	1102.0
LTF_-_46506319.23-P1P2_h1_Top5	LTF	3296.0	6892.0	6627.0
LTF_-_46506342.23-P1P2_h1_Top5	LTF	544.0	1156.0	1473.0
LTF_-_46506380.23-P1P2_h1_Top5	LTF	1542.0	3957.0	4136.0
LTF_-_46506390.23-P1P2_h1_Top5	LTF	2361.0	5600.0	5790.0
LTK_+_41805579.23-P1P2_h1_Top5	LTK	2038.0	4889.0	5292.0
LTK_+_41805774.23-P1P2_h1_Top5	LTK	1348.0	4246.0	4224.0
LTK_+_41806006.23-P1P2_h1_Top5	LTK	1480.0	3094.0	3830.0
LTK_+_41806026.23-P1P2_h1_Top5	LTK	1376.0	2916.0	2608.0
LTK_-_41806018.23-P1P2_h1_Top5	LTK	598.0	1956.0	2235.0
LY96_+_74903948.23-P1P2_h1_Top5	LY96	2113.0	4127.0	4672.0
LY96_+_74903968.23-P1P2_h1_Top5	LY96	993.0	2706.0	2213.0
LY96_+_74904029.23-P1P2_h1_Top5	LY96	1474.0	4294.0	3368.0
LY96_+_74904116.23-P1P2_h1_Top5	LY96	2259.0	4667.0	5105.0
LY96_-_74903941.23-P1P2_h1_Top5	LY96	1816.0	3629.0	2702.0
LYN_+_56792380.23-P1P2_h1_Top5	LYN	1130.0	2570.0	3445.0
LYN_+_56792447.23-P1P2_h1_Top5	LYN	1971.0	3822.0	4452.0
LYN_+_56792814.23-P1P2_h1_Top5	LYN	1875.0	1490.0	1722.0
LYN_+_56792854.23-P1P2_h1_Top5	LYN	1227.0	3217.0	3207.0
LYN_-_56792769.23-P1P2_h1_Top5	LYN	1148.0	2163.0	2270.0
LYZ_+_69742152.23-P1P2_h1_Top5	LYZ	2991.0	7575.0	7124.0
LYZ_-_69742194.23-P1P2_h1_Top5	LYZ	2077.0	4871.0	5527.0
LYZ_-_69742245.23-P1P2_h1_Top5	LYZ	1132.0	2548.0	2639.0
LYZ_-_69742379.23-P1P2_h1_Top5	LYZ	4784.0	11455.0	10747.0
LYZ_-_69742515.23-P1P2_h1_Top5	LYZ	818.0	1813.0	1668.0
M6PR_+_9101865.23-P1P2_h1_Top5	M6PR	1583.0	4398.0	4593.0
M6PR_+_9102204.23-P1P2_h1_Top5	M6PR	1145.0	3360.0	2520.0
M6PR_+_9102212.23-P1P2_h1_Top5	M6PR	2920.0	6414.0	6271.0
M6PR_+_9102222.23-P1P2_h1_Top5	M6PR	122.0	19.0	18.0
M6PR_-_9102165.23-P1P2_h1_Top5	M6PR	3077.0	8397.0	10208.0
MADD_+_47291222.23-P1P2_h1_Top5	MADD	1797.0	3940.0	4838.0
MADD_+_47291231.23-P1P2_h1_Top5	MADD	3560.0	7586.0	8157.0
MADD_+_47291677.23-P1P2_h1_Top5	MADD	1913.0	5472.0	4987.0
MADD_+_47291704.23-P1P2_h1_Top5	MADD	1053.0	2799.0	3229.0
MADD_-_47291717.23-P1P2_h1_Top5	MADD	693.0	1537.0	1642.0
MAGI2_+_79082466.23-P1P2_h1_Top5	MAGI2	1257.0	3493.0	3275.0
MAGI2_+_79082500.23-P1P2_h1_Top5	MAGI2	470.0	459.0	492.0
MAGI2_+_79082947.23-P1P2_h1_Top5	MAGI2	1771.0	3369.0	3962.0
MAGI2_-_79082928.23-P1P2_h1_Top5	MAGI2	1459.0	3621.0	3529.0
MAGI2_-_79082978.23-P1P2_h1_Top5	MAGI2	430.0	106.0	53.0
MAGI3_+_113933181.23-P1P2_h1_Top5	MAGI3	2523.0	6173.0	7063.0
MAGI3_+_113933190.23-P1P2_h1_Top5	MAGI3	659.0	1030.0	1085.0
MAGI3_+_113933544.23-P1P2_h1_Top5	MAGI3	771.0	1225.0	1719.0
MAGI3_+_113933548.23-P1P2_h1_Top5	MAGI3	1736.0	4289.0	3738.0
MAGI3_-_113933189.23-P1P2_h1_Top5	MAGI3	1108.0	3037.0	2370.0
MAK_+_10838700.23-P1P2_h1_Top5	MAK	1951.0	4728.0	5520.0
MAK_+_10838734.23-P1P2_h1_Top5	MAK	1212.0	2422.0	3161.0
MAK_+_10838745.23-P1P2_h1_Top5	MAK	2169.0	5689.0	5099.0
MAK_-_10838377.23-P1P2_h1_Top5	MAK	2321.0	5017.0	5504.0
MAK_-_10838380.23-P1P2_h1_Top5	MAK	9.0	163.0	105.0
MAN1A1_+_119670517.23-P1P2_h1_Top5	MAN1A1	1895.0	4512.0	5647.0
MAN1A1_+_119670521.23-P1P2_h1_Top5	MAN1A1	1146.0	3087.0	2763.0
MAN1A1_-_119670721.23-P1P2_h1_Top5	MAN1A1	1049.0	2645.0	3414.0
MAN1A1_-_119670850.23-P1P2_h1_Top5	MAN1A1	1149.0	2308.0	2712.0
MAN1A1_-_119670897.23-P1P2_h1_Top5	MAN1A1	2079.0	3627.0	4082.0
MAN1B1_+_139981719.23-P1P2_h1_Top5	MAN1B1	1858.0	3795.0	4638.0
MAN1B1_-_139981488.23-P1P2_h1_Top5	MAN1B1	741.0	1878.0	1646.0
MAN1B1_-_139981842.23-P1P2_h1_Top5	MAN1B1	2479.0	3304.0	3468.0
MAN1B1_-_139981868.23-P1P2_h1_Top5	MAN1B1	1925.0	4952.0	5306.0
MAN1B1_-_139981992.23-P1P2_h1_Top5	MAN1B1	81.0	539.0	409.0
MAN2A1_+_109025632.23-P1P2_h1_Top5	MAN2A1	1065.0	2641.0	2421.0
MAN2A1_+_109025637.23-P1P2_h1_Top5	MAN2A1	1142.0	2337.0	2193.0
MAN2A1_+_109025693.23-P1P2_h1_Top5	MAN2A1	2610.0	7926.0	7401.0
MAN2A1_-_109025121.23-P1P2_h1_Top5	MAN2A1	1506.0	3678.0	4172.0
MAN2A1_-_109026039.23-P1P2_h1_Top5	MAN2A1	646.0	1394.0	1573.0
MAOB_+_43741293.23-P1P2_h1_Top5	MAOB	2565.0	5324.0	5250.0
MAOB_+_43741686.23-P1P2_h1_Top5	MAOB	649.0	1337.0	1438.0
MAOB_+_43741701.23-P1P2_h1_Top5	MAOB	1641.0	3082.0	3403.0
MAOB_-_43741243.23-P1P2_h1_Top5	MAOB	2096.0	4489.0	4638.0
MAOB_-_43741476.23-P1P2_h1_Top5	MAOB	1493.0	3628.0	4380.0
MAP1A_+_43809808.23-P1P2_h1_Top5	MAP1A	1285.0	3161.0	2417.0
MAP1A_+_43809833.23-P1P2_h1_Top5	MAP1A	2641.0	5923.0	5059.0
MAP1A_+_43809863.23-P1P2_h1_Top5	MAP1A	1568.0	3118.0	3091.0
MAP1A_+_43809866.23-P1P2_h1_Top5	MAP1A	2433.0	4785.0	4074.0
MAP1A_-_43810238.23-P1P2_h1_Top5	MAP1A	4123.0	9287.0	10103.0
MAP2K1_-_66679278.23-P1P2_h1_Top5	MAP2K1	1589.0	2867.0	3259.0
MAP2K1_-_66679290.23-P1P2_h1_Top5	MAP2K1	579.0	1973.0	1691.0
MAP2K1_-_66679293.23-P1P2_h1_Top5	MAP2K1	1511.0	3476.0	4214.0
MAP2K1_-_66679296.23-P1P2_h1_Top5	MAP2K1	1197.0	1645.0	2222.0
MAP2K1_-_66679776.23-P1P2_h1_Top5	MAP2K1	791.0	2099.0	2886.0
MAP2K2_+_4123670.23-P1P2_h1_Top5	MAP2K2	1969.0	3977.0	4429.0
MAP2K2_+_4123678.23-P1P2_h1_Top5	MAP2K2	2318.0	4890.0	4951.0
MAP2K2_+_4123712.23-P1P2_h1_Top5	MAP2K2	1155.0	730.0	777.0
MAP2K2_+_4124064.23-P1P2_h1_Top5	MAP2K2	1517.0	3150.0	3276.0
MAP2K2_-_4124092.23-P1P2_h1_Top5	MAP2K2	924.0	2088.0	2340.0
MAP2K3_+_21188019.23-P1P2_h1_Top5	MAP2K3	2428.0	5931.0	6318.0
MAP2K3_+_21188070.23-P1P2_h1_Top5	MAP2K3	2039.0	4546.0	4887.0
MAP2K3_+_21188189.23-P1P2_h1_Top5	MAP2K3	1228.0	3204.0	3505.0
MAP2K3_+_21188207.23-P1P2_h1_Top5	MAP2K3	3403.0	6315.0	6533.0
MAP2K3_-_21188034.23-P1P2_h1_Top5	MAP2K3	542.0	981.0	844.0
MAP2K4_+_11924171.23-P1P2_h1_Top5	MAP2K4	2388.0	5229.0	6335.0
MAP2K4_+_11924555.23-P1P2_h1_Top5	MAP2K4	872.0	2248.0	2141.0
MAP2K4_+_11924585.23-P1P2_h1_Top5	MAP2K4	135.0	569.0	743.0
MAP2K4_+_11924631.23-P1P2_h1_Top5	MAP2K4	750.0	1262.0	1559.0
MAP2K4_-_11924225.23-P1P2_h1_Top5	MAP2K4	1768.0	1132.0	1041.0
MAP2K5_+_67835091.23-P1P2_h1_Top5	MAP2K5	1536.0	3255.0	3374.0
MAP2K5_+_67835094.23-P1P2_h1_Top5	MAP2K5	552.0	1316.0	1774.0
MAP2K5_+_67835452.23-P1P2_h1_Top5	MAP2K5	1806.0	3951.0	3702.0
MAP2K5_+_67835554.23-P1P2_h1_Top5	MAP2K5	2367.0	4995.0	3925.0
MAP2K5_+_67835580.23-P1P2_h1_Top5	MAP2K5	1476.0	3531.0	3286.0
MAP2K6_+_67410867.23-P1P2_h1_Top5	MAP2K6	2155.0	5220.0	5320.0
MAP2K6_+_67410873.23-P1P2_h1_Top5	MAP2K6	3491.0	7047.0	8017.0
MAP2K6_+_67410896.23-P1P2_h1_Top5	MAP2K6	718.0	1507.0	1759.0
MAP2K6_+_67410900.23-P1P2_h1_Top5	MAP2K6	988.0	1883.0	2112.0
MAP2K6_+_67410971.23-P1P2_h1_Top5	MAP2K6	2543.0	4787.0	6564.0
MAP2K7_+_7968839.23-P1P2_h1_Top5	MAP2K7	395.0	101.0	448.0
MAP2K7_+_7969168.23-P1P2_h1_Top5	MAP2K7	2503.0	6346.0	6250.0
MAP2K7_+_7969219.23-P1P2_h1_Top5	MAP2K7	2174.0	5995.0	6364.0
MAP2K7_-_7968835.23-P1P2_h1_Top5	MAP2K7	363.0	153.0	141.0
MAP2K7_-_7968965.23-P1P2_h1_Top5	MAP2K7	851.0	1793.0	1721.0
MAP3K10_+_40697325.23-P1P2_h1_Top5	MAP3K10	776.0	1381.0	1790.0
MAP3K10_+_40697392.23-P1P2_h1_Top5	MAP3K10	3872.0	9021.0	9903.0
MAP3K10_-_40697353.23-P1P2_h1_Top5	MAP3K10	2531.0	5142.0	4623.0
MAP3K10_-_40697420.23-P1P2_h1_Top5	MAP3K10	2405.0	6021.0	6370.0
MAP3K10_-_40697755.23-P1P2_h1_Top5	MAP3K10	698.0	1606.0	1659.0
MAP3K11_+_65381272.23-P1_h1_Top5	MAP3K11_P1	739.0	1267.0	1052.0
MAP3K11_+_65381663.23-P1_h1_Top5	MAP3K11_P1	536.0	1519.0	1510.0
MAP3K11_+_65381709.23-P1_h1_Top5	MAP3K11_P1	1511.0	3333.0	3276.0
MAP3K11_+_65381712.23-P1_h1_Top5	MAP3K11_P1	884.0	2303.0	2562.0
MAP3K11_+_65382758.23-P2_h1_Top5	MAP3K11_P2	2826.0	7411.0	6779.0
MAP3K11_+_65382822.23-P2_h1_Top5	MAP3K11_P2	561.0	1366.0	1130.0
MAP3K11_-_65381254.23-P1_h1_Top5	MAP3K11_P1	2300.0	1508.0	1387.0
MAP3K11_-_65382786.23-P2_h1_Top5	MAP3K11_P2	820.0	1496.0	1666.0
MAP3K11_-_65382790.23-P2_h1_Top5	MAP3K11_P2	2440.0	5684.0	6399.0
MAP3K11_-_65382826.23-P2_h1_Top5	MAP3K11_P2	1163.0	3627.0	4013.0
MAP3K12_+_53893257.23-P1P2_h1_Top5	MAP3K12	2355.0	4923.0	5022.0
MAP3K12_-_53893214.23-P1P2_h1_Top5	MAP3K12	247.0	521.0	665.0
MAP3K12_-_53893217.23-P1P2_h1_Top5	MAP3K12	1346.0	2757.0	2436.0
MAP3K12_-_53893240.23-P1P2_h1_Top5	MAP3K12	3076.0	6948.0	6956.0
MAP3K12_-_53893243.23-P1P2_h1_Top5	MAP3K12	1483.0	3056.0	3149.0
MAP3K13_+_185000798.23-P1_h1_Top5	MAP3K13_P1	1604.0	2144.0	3020.0
MAP3K13_+_185001157.23-P1_h1_Top5	MAP3K13_P1	1118.0	2604.0	2623.0
MAP3K13_+_185080978.23-P2_h1_Top5	MAP3K13_P2	3846.0	10067.0	10723.0
MAP3K13_+_185081308.23-P2_h1_Top5	MAP3K13_P2	2321.0	5485.0	4909.0
MAP3K13_+_185081407.23-P2_h1_Top5	MAP3K13_P2	2726.0	4994.0	5525.0
MAP3K13_-_185000771.23-P1_h1_Top5	MAP3K13_P1	1822.0	3536.0	3767.0
MAP3K13_-_185000815.23-P1_h1_Top5	MAP3K13_P1	977.0	2593.0	2291.0
MAP3K13_-_185000826.23-P1_h1_Top5	MAP3K13_P1	1042.0	2481.0	2557.0
MAP3K13_-_185080952.23-P2_h1_Top5	MAP3K13_P2	491.0	1426.0	1158.0
MAP3K13_-_185081028.23-P2_h1_Top5	MAP3K13_P2	1771.0	3765.0	4023.0
MAP3K14_+_43394273.23-P1P2_h1_Top5	MAP3K14	1186.0	1097.0	1247.0
MAP3K14_+_43394373.23-P1P2_h1_Top5	MAP3K14	753.0	1961.0	1714.0
MAP3K14_+_43394416.23-P1P2_h1_Top5	MAP3K14	910.0	2168.0	2096.0
MAP3K14_-_43393956.23-P1P2_h1_Top5	MAP3K14	2552.0	5371.0	6683.0
MAP3K14_-_43393975.23-P1P2_h1_Top5	MAP3K14	277.0	1039.0	772.0
MAP3K15_+_19533217.23-P1P2_h1_Top5	MAP3K15	558.0	1188.0	1311.0
MAP3K15_+_19533399.23-P1P2_h1_Top5	MAP3K15	697.0	1932.0	1738.0
MAP3K15_+_19533557.23-P1P2_h1_Top5	MAP3K15	1675.0	4314.0	3990.0
MAP3K15_-_19533438.23-P1P2_h1_Top5	MAP3K15	2756.0	7101.0	7546.0
MAP3K15_-_19533551.23-P1P2_h1_Top5	MAP3K15	373.0	1516.0	1327.0
MAP3K19_+_135804528.23-P1P2_h1_Top5	MAP3K19	1969.0	5125.0	5104.0
MAP3K19_+_135804993.23-P1P2_h1_Top5	MAP3K19	3255.0	9251.0	9047.0
MAP3K19_-_135804560.23-P1P2_h1_Top5	MAP3K19	2098.0	5789.0	5499.0
MAP3K19_-_135804563.23-P1P2_h1_Top5	MAP3K19	2772.0	7071.0	7054.0
MAP3K19_-_135804678.23-P1P2_h1_Top5	MAP3K19	2620.0	7309.0	6733.0
MAP3K1_+_56111425.23-P1P2_h1_Top5	MAP3K1	1128.0	3247.0	3368.0
MAP3K1_+_56111803.23-P1P2_h1_Top5	MAP3K1	2462.0	5800.0	6190.0
MAP3K1_-_56111403.23-P1P2_h1_Top5	MAP3K1	2233.0	6434.0	6898.0
MAP3K1_-_56111787.23-P1P2_h1_Top5	MAP3K1	732.0	1685.0	1528.0
MAP3K1_-_56111820.23-P1P2_h1_Top5	MAP3K1	2080.0	4921.0	5306.0
MAP3K2_+_128145488.23-P1P2_h1_Top5	MAP3K2	734.0	2070.0	2276.0
MAP3K2_+_128145501.23-P1P2_h1_Top5	MAP3K2	888.0	643.0	503.0
MAP3K2_+_128145529.23-P1P2_h1_Top5	MAP3K2	2534.0	6449.0	5625.0
MAP3K2_-_128145498.23-P1P2_h1_Top5	MAP3K2	1415.0	2421.0	2534.0
MAP3K2_-_128145517.23-P1P2_h1_Top5	MAP3K2	1044.0	2313.0	1998.0
MAP3K3_-_61699751.23-P1P2_h1_Top5	MAP3K3	1835.0	4187.0	3519.0
MAP3K3_-_61699772.23-P1P2_h1_Top5	MAP3K3	3168.0	6977.0	7367.0
MAP3K3_-_61699810.23-P1P2_h1_Top5	MAP3K3	1687.0	3527.0	4439.0
MAP3K3_-_61699829.23-P1P2_h1_Top5	MAP3K3	1948.0	4658.0	4669.0
MAP3K3_-_61699843.23-P1P2_h1_Top5	MAP3K3	1520.0	3328.0	3757.0
MAP3K4_+_161412813.23-P1P2_h1_Top5	MAP3K4	1190.0	3239.0	3138.0
MAP3K4_+_161412953.23-P1P2_h1_Top5	MAP3K4	3122.0	6823.0	7814.0
MAP3K4_+_161413018.23-P1P2_h1_Top5	MAP3K4	1394.0	3016.0	2836.0
MAP3K4_-_161412851.23-P1P2_h1_Top5	MAP3K4	1126.0	2537.0	3110.0
MAP3K4_-_161412865.23-P1P2_h1_Top5	MAP3K4	722.0	525.0	483.0
MAP3K5_+_137113501.23-P1P2_h1_Top5	MAP3K5	1412.0	2891.0	2704.0
MAP3K5_-_137113110.23-P1P2_h1_Top5	MAP3K5	1752.0	4248.0	3463.0
MAP3K5_-_137113480.23-P1P2_h1_Top5	MAP3K5	3523.0	6781.0	7145.0
MAP3K5_-_137113498.23-P1P2_h1_Top5	MAP3K5	1447.0	2764.0	2741.0
MAP3K5_-_137113656.23-P1P2_h1_Top5	MAP3K5	297.0	623.0	515.0
MAP3K6_+_27693402.23-P1P2_h1_Top5	MAP3K6	1923.0	4660.0	4425.0
MAP3K6_+_27693436.23-P1P2_h1_Top5	MAP3K6	1434.0	3689.0	3501.0
MAP3K6_-_27692805.23-P1P2_h1_Top5	MAP3K6	1124.0	3032.0	3910.0
MAP3K6_-_27693217.23-P1P2_h1_Top5	MAP3K6	2305.0	6593.0	6316.0
MAP3K6_-_27693370.23-P1P2_h1_Top5	MAP3K6	1726.0	3398.0	4566.0
MAP3K7_+_91296756.23-P1P2_h1_Top5	MAP3K7	3362.0	8758.0	7755.0
MAP3K7_+_91296774.23-P1P2_h1_Top5	MAP3K7	698.0	1946.0	1535.0
